date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:04:01	111741/111741	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Nov%202025%2010:03:59%20GMT	https://static.wixstatic.com/media/8f6869_853cfc919c234b319837dfa53b97c067~mv2.png/v1/fill/w_600,h_354,al_c,q_85,enc_avif,quality_auto/8f6869_853cfc919c234b319837dfa53b97c067~mv2.png	C:/Abdul%20Rehman/SafeGuard%20Northwood/SafeGuard%20Northwood/static.wixstatic.com/media/8f6869_853cfc919c234b319837dfa53b97c067_mv2.png/v1/fill/w_600,h_354,al_c,q_85,enc_avif,quality_auto/8f6869_853cfc919c234b319837dfa53b97c067_mv2.31.delaye	(from https://cleanecotech8.wixsite.com/safe-guard-north-woo/copy-of-cockroach-control)
10:04:01	3191/3191	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Nov%202025%2010:04:01%20GMT	https://static.wixstatic.com/media/84770f_9298af226c7c4a908a201ec58e11bd9e~mv2.png/v1/fill/w_96,h_96,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/84770f_9298af226c7c4a908a201ec58e11bd9e~mv2.png	C:/Abdul%20Rehman/SafeGuard%20Northwood/SafeGuard%20Northwood/static.wixstatic.com/media/84770f_9298af226c7c4a908a201ec58e11bd9e_mv2.png/v1/fill/w_96,h_96,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/84770f_9298af226c7c4a908a201ec58e11bd9e_mv2.32.de	(from https://cleanecotech8.wixsite.com/safe-guard-north-woo/about-6)
10:04:01	736/736	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Oct%202025%2010:09:31%20GMT	https://static.wixstatic.com/media/0fdef751204647a3bbd7eaa2827ed4f9.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/0fdef751204647a3bbd7eaa2827ed4f9.png	C:/Abdul%20Rehman/SafeGuard%20Northwood/SafeGuard%20Northwood/static.wixstatic.com/media/0fdef751204647a3bbd7eaa2827ed4f9.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/0fdef751204647a3bbd7eaa2827ed4f9.png	(from https://cleanecotech8.wixsite.com/safe-guard-north-woo/about-6)
10:04:01	863/863	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Oct%202025%2015:54:55%20GMT	https://static.wixstatic.com/media/c7d035ba85f6486680c2facedecdcf4d.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/c7d035ba85f6486680c2facedecdcf4d.png	C:/Abdul%20Rehman/SafeGuard%20Northwood/SafeGuard%20Northwood/static.wixstatic.com/media/c7d035ba85f6486680c2facedecdcf4d.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/c7d035ba85f6486680c2facedecdcf4d.png	(from https://cleanecotech8.wixsite.com/safe-guard-north-woo/about-6)
10:04:01	842/842	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Oct%202025%2009:27:11%20GMT	https://static.wixstatic.com/media/6ea5b4a88f0b4f91945b40499aa0af00.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/6ea5b4a88f0b4f91945b40499aa0af00.png	C:/Abdul%20Rehman/SafeGuard%20Northwood/SafeGuard%20Northwood/static.wixstatic.com/media/6ea5b4a88f0b4f91945b40499aa0af00.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/6ea5b4a88f0b4f91945b40499aa0af00.png	(from https://cleanecotech8.wixsite.com/safe-guard-north-woo/about-6)
10:04:01	2191/2191	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Nov%202025%2010:04:01%20GMT	https://static.wixstatic.com/media/11062b_70b1d0e0b1234cdda43318aa1194f84f~mv2.jpeg/v1/fill/w_98,h_65,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_70b1d0e0b1234cdda43318aa1194f84f~mv2.jpeg	C:/Abdul%20Rehman/SafeGuard%20Northwood/SafeGuard%20Northwood/static.wixstatic.com/media/11062b_70b1d0e0b1234cdda43318aa1194f84f_mv2.jpe/v1/fill/w_98,h_65,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/11062b_70b1d0e0b1234cdda43318aa1194f84f_mv2.33.de	(from https://cleanecotech8.wixsite.com/safe-guard-north-woo/about-6)
10:04:02	815/815	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Oct%202025%2010:09:31%20GMT	https://static.wixstatic.com/media/01c3aff52f2a4dffa526d7a9843d46ea.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/01c3aff52f2a4dffa526d7a9843d46ea.png	C:/Abdul%20Rehman/SafeGuard%20Northwood/SafeGuard%20Northwood/static.wixstatic.com/media/01c3aff52f2a4dffa526d7a9843d46ea.png/v1/fill/w_24,h_24,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/01c3aff52f2a4dffa526d7a9843d46ea.png	(from https://cleanecotech8.wixsite.com/safe-guard-north-woo/about-6)
10:04:04	40949/40949	---M--	200	added ('OK')	image/png	etag:%22d6793e194624ea8a9de511b9e7c63bf0%22	https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/media/sloppyframe.d2412ec4.png	C:/Abdul%20Rehman/SafeGuard%20Northwood/SafeGuard%20Northwood/static.parastorage.com/services/editor-elements-library/dist/thunderbolt/media/sloppyframe.d2412ec4.png	(from https://cleanecotech8.wixsite.com/safe-guard-north-woo/contact-4)
10:04:04	1344/1344	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Nov%202025%2010:04:02%20GMT	https://static.wixstatic.com/media/11062b_9316aa85b31d463ba1f194c0fb92ee44~mv2.jpg/v1/fill/w_71,h_47,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_9316aa85b31d463ba1f194c0fb92ee44~mv2.jpg	C:/Abdul%20Rehman/SafeGuard%20Northwood/SafeGuard%20Northwood/static.wixstatic.com/media/11062b_9316aa85b31d463ba1f194c0fb92ee44_mv2.jpg/v1/fill/w_71,h_47,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/11062b_9316aa85b31d463ba1f194c0fb92ee44_mv2.34.de	(from https://cleanecotech8.wixsite.com/safe-guard-north-woo/about-6)
10:04:04	2400/2400	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Nov%202025%2010:04:04%20GMT	https://static.wixstatic.com/media/11062b_9316aa85b31d463ba1f194c0fb92ee44~mv2.jpg/v1/fill/w_123,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_9316aa85b31d463ba1f194c0fb92ee44~mv2.jpg	C:/Abdul%20Rehman/SafeGuard%20Northwood/SafeGuard%20Northwood/static.wixstatic.com/media/11062b_9316aa85b31d463ba1f194c0fb92ee44_mv2.jpg/v1/fill/w_123,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/11062b_9316aa85b31d463ba1f194c0fb92ee44_mv2.3a.de	(from https://cleanecotech8.wixsite.com/safe-guard-north-woo/contact-4)
